arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,1368966.412350208
22.0,4.639,32768,1514020.338619333
22.0,5.649,4096,3691344.6176337968
22.0,7.918,512,9000729.880095337
22.0,16.772,64,18197637.198507886
