arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
36.0,4.073,262144,334675.94139405957
36.0,4.639,32768,170861.8498319622
36.0,5.649,4096,73199.91902317926
36.0,7.918,512,43215.80286191615
36.0,16.772,64,33464.69838501462
