arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,843100.2204008726
22.0,4.639,32768,2538568.652069902
22.0,5.649,4096,4531364.269830886
22.0,7.918,512,8783232.806624735
22.0,16.772,64,18483037.92402759
