arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,174938.33860534974
34.0,4.639,32768,184082.76173504133
34.0,5.649,4096,124044.58275958689
34.0,7.918,512,58101.62197391739
34.0,16.772,64,51602.856122505465
