arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
32.0,4.073,262144,265153.03063891234
32.0,4.639,32768,394013.3094160653
32.0,5.649,4096,263110.1130857573
32.0,7.918,512,501277.1732385188
32.0,16.772,64,215769.17011473165
