arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,752581.8267995847
26.0,4.639,32768,454668.34125766886
26.0,5.649,4096,689459.5136996806
26.0,7.918,512,2067776.3812782078
26.0,16.772,64,4509678.559463856
