arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,99343.04411482466
26.0,4.639,32768,616138.1390678554
26.0,5.649,4096,847232.7777081102
26.0,7.918,512,1890598.0779808806
26.0,16.772,64,4707063.440085655
