arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,554701.3705715897
24.0,4.639,32768,1353407.9516254512
24.0,5.649,4096,2668826.380085074
24.0,7.918,512,7351038.356956791
24.0,16.772,64,16004258.108541895
