arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,383384.916934665
24.0,4.639,32768,627941.0367040841
24.0,5.649,4096,841167.4386630761
24.0,7.918,512,2068949.3573224552
24.0,16.772,64,5548349.824998691
