arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,128182.51732588185
34.0,4.639,32768,314283.29390058265
34.0,5.649,4096,127758.2614354156
34.0,7.918,512,83825.33497696267
34.0,16.772,64,52978.73781055943
