arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
20.0,4.073,262144,2089744.1259989224
20.0,4.639,32768,2970814.1366443643
20.0,5.649,4096,4945925.760229929
20.0,7.918,512,9883675.848014846
20.0,16.772,64,20798468.488579948
