arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38.0,4.073,262144,158815.41992514455
38.0,4.639,32768,86095.9835358189
38.0,5.649,4096,67861.36693288753
38.0,7.918,512,36092.219119915586
38.0,16.772,64,22945.75270066336
