arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,467905.1658530818
28.0,4.639,32768,505255.42131084553
28.0,5.649,4096,2279701.49986155
28.0,7.918,512,3162975.556750004
28.0,16.772,64,9419448.704934806
