arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38.0,4.073,262144,74799.03231994381
38.0,4.639,32768,101630.07178488068
38.0,5.649,4096,86484.05235070799
38.0,7.918,512,35585.61304797207
38.0,16.772,64,23240.863495145786
