arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,307799.2636264746
34.0,4.639,32768,329806.25842000026
34.0,5.649,4096,89567.08685114192
34.0,7.918,512,96078.3148478365
34.0,16.772,64,55127.999891162384
