arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,590796.7305791392
26.0,4.639,32768,887456.8078763045
26.0,5.649,4096,2345771.876655955
26.0,7.918,512,5030578.266736439
26.0,16.772,64,13169935.657924986
