arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,410533.59544621926
24.0,4.639,32768,287365.7725860893
24.0,5.649,4096,1085704.103741899
24.0,7.918,512,2240451.473226323
24.0,16.772,64,5660284.0785709685
