arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
32.0,4.073,262144,190283.56746445553
32.0,4.639,32768,204549.91506964748
32.0,5.649,4096,183668.3856410787
32.0,7.918,512,226255.0571169626
32.0,16.772,64,191979.91057660175
