arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38.0,4.073,262144,245792.79878181947
38.0,4.639,32768,178911.95113518828
38.0,5.649,4096,54626.54233062898
38.0,7.918,512,34340.07615017765
38.0,16.772,64,24186.94453625757
