arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,485191.38335094124
24.0,4.639,32768,1413264.75738023
24.0,5.649,4096,3399654.1211283538
24.0,7.918,512,6869141.277469987
24.0,16.772,64,15414866.04383684
