arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,512357.1514188125
22.0,4.639,32768,831741.2013637415
22.0,5.649,4096,1428923.066860844
22.0,7.918,512,2651264.925171568
22.0,16.772,64,6653478.22903968
