arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,126180.45725864208
24.0,4.639,32768,647920.1648227967
24.0,5.649,4096,1193125.707185961
24.0,7.918,512,2147707.792424286
24.0,16.772,64,5734549.412160296
