arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,328968.60450505
26.0,4.639,32768,625133.6851770187
26.0,5.649,4096,773450.7120094984
26.0,7.918,512,2162675.375039213
26.0,16.772,64,4629393.161058693
