arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40.0,4.073,262144,78417.13007372816
40.0,4.639,32768,272585.4674262735
40.0,5.649,4096,65285.49907138644
40.0,7.918,512,30984.1998605741
40.0,16.772,64,20190.811078309856
