arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,565585.389680462
20.0,4.639,32768,834776.7853462385
20.0,5.649,4096,1670936.3039930637
20.0,7.918,512,3437949.9884092263
20.0,16.772,64,7323784.671292023
