arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
20.0,4.073,262144,1486552.242911429
20.0,4.639,32768,2806888.1303064073
20.0,5.649,4096,4891177.873000735
20.0,7.918,512,9965756.942979444
20.0,16.772,64,20764532.762524758
