arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,533234.4911856322
26.0,4.639,32768,1541107.4877158958
26.0,5.649,4096,2058861.7477283413
26.0,7.918,512,5384291.099202104
26.0,16.772,64,13493437.9037089
