arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
20.0,4.073,262144,1542704.7644951383
20.0,4.639,32768,2956367.5726086567
20.0,5.649,4096,4490688.035457707
20.0,7.918,512,10173722.131780678
20.0,16.772,64,20627301.93546604
