arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,230842.88512535967
28.0,4.639,32768,189891.47889255063
28.0,5.649,4096,446011.3345577666
28.0,7.918,512,1175991.0322213345
28.0,16.772,64,2972271.8937370116
