arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
30.0,4.073,262144,145954.31578408362
30.0,4.639,32768,608415.3981877842
30.0,5.649,4096,1009806.5501164072
30.0,7.918,512,672665.6178235959
30.0,16.772,64,3923801.792736733
