arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,77785.52118485805
34.0,4.639,32768,277582.2563061263
34.0,5.649,4096,146272.57395697938
34.0,7.918,512,55809.0912934443
34.0,16.772,64,44980.62773016846
