arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,1353491.1076035926
24.0,4.639,32768,1623487.8931476513
24.0,5.649,4096,3146178.5202070144
24.0,7.918,512,6652254.814575281
24.0,16.772,64,16187893.36973227
