arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38.0,4.073,262144,659947.0233488443
38.0,4.639,32768,274380.6886991138
38.0,5.649,4096,83041.11413631203
38.0,7.918,512,36292.10681401673
38.0,16.772,64,21440.744786504038
