arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,86562.39717105805
40.0,4.639,32768,57657.64915429695
40.0,5.649,4096,31289.555493806554
40.0,7.918,512,25579.003518511036
40.0,16.772,64,14869.859010764023
