arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,201540.16735876747
28.0,4.639,32768,893554.0803079576
28.0,5.649,4096,1573590.74165267
28.0,7.918,512,3726383.1864518444
28.0,16.772,64,9835228.36770784
