arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,283972.0035778175
32.0,4.639,32768,337216.8435665692
32.0,5.649,4096,81227.45933488256
32.0,7.918,512,82432.8664247459
32.0,16.772,64,82892.84350895438
