arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,142358.1889952243
34.0,4.639,32768,256630.22019240056
34.0,5.649,4096,75674.8518003174
34.0,7.918,512,68133.17935484883
34.0,16.772,64,45883.98325123921
