arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
36.0,4.073,262144,217639.7628743424
36.0,4.639,32768,139335.37630121075
36.0,5.649,4096,114670.32262098158
36.0,7.918,512,43316.59284846859
36.0,16.772,64,29916.365103401182
