arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,525283.2372644305
36.0,4.639,32768,139698.78014499624
36.0,5.649,4096,66712.90631504521
36.0,7.918,512,41132.51381814635
36.0,16.772,64,23461.02894162999
