arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,43604.216974967
38.0,4.639,32768,49471.5041109526
38.0,5.649,4096,56864.994381429424
38.0,7.918,512,23797.866248888786
38.0,16.772,64,14209.32813330736
