arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,161168.9105938239
30.0,4.639,32768,42604.53045158461
30.0,5.649,4096,302614.2774225962
30.0,7.918,512,313785.1443488044
30.0,16.772,64,533435.6758044966
