arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,786058.8007102268
26.0,4.639,32768,852512.6780159929
26.0,5.649,4096,2091921.3802922901
26.0,7.918,512,5578661.2225729395
26.0,16.772,64,12672746.413199272
