arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
32.0,4.073,262144,222782.53616250982
32.0,4.639,32768,254122.12973096225
32.0,5.649,4096,100159.49975913418
32.0,7.918,512,222487.71659352342
32.0,16.772,64,210448.9863007185
