arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
30.0,4.073,262144,366541.5511016452
30.0,4.639,32768,199355.2270320495
30.0,5.649,4096,664145.5768737755
30.0,7.918,512,472979.25481357
30.0,16.772,64,4350350.9851780925
