arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,420816.5152438768
34.0,4.639,32768,233432.00288949243
34.0,5.649,4096,122986.59875775083
34.0,7.918,512,66667.78839139633
34.0,16.772,64,47443.53070756855
