arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
36.0,4.073,262144,206071.57390334067
36.0,4.639,32768,121771.78122208774
36.0,5.649,4096,124119.11254113929
36.0,7.918,512,56611.06512864777
36.0,16.772,64,35951.38282458687
