arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40.0,4.073,262144,200838.5999030067
40.0,4.639,32768,122523.41538253005
40.0,5.649,4096,45866.53243924158
40.0,7.918,512,29625.10794917041
40.0,16.772,64,17215.300404001086
