arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,1015489.5562308851
26.0,4.639,32768,1348755.4707748177
26.0,5.649,4096,2277264.7207674384
26.0,7.918,512,5538138.194030283
26.0,16.772,64,13087887.047330827
