arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38.0,4.073,262144,240557.44438906896
38.0,4.639,32768,107367.9223837362
38.0,5.649,4096,58561.697072403906
38.0,7.918,512,35510.24014280951
38.0,16.772,64,23127.930949395366
