arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,260592.19433052864
22.0,4.639,32768,701011.218249751
22.0,5.649,4096,1427841.4235789631
22.0,7.918,512,3188655.122644969
22.0,16.772,64,6623579.888878143
