arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,361604.27474243165
28.0,4.639,32768,499179.3802071556
28.0,5.649,4096,1777935.822632808
28.0,7.918,512,3367019.737899527
28.0,16.772,64,10034146.314475887
