arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,427567.28510726825
26.0,4.639,32768,1053945.8175091355
26.0,5.649,4096,2773095.205437058
26.0,7.918,512,5939538.877282394
26.0,16.772,64,13071634.481729168
