arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,224132.7043673011
32.0,4.639,32768,42152.09867847626
32.0,5.649,4096,85932.78287126514
32.0,7.918,512,198161.84686260874
32.0,16.772,64,86704.35156322893
