arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,94027.64094669184
34.0,4.639,32768,99905.80498149245
34.0,5.649,4096,79093.81602881479
34.0,7.918,512,47901.739498686264
34.0,16.772,64,44105.974221186865
