arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,220065.46488033963
22.0,4.639,32768,833710.4458839411
22.0,5.649,4096,1519661.8392366113
22.0,7.918,512,2964751.1573079787
22.0,16.772,64,6590226.730406625
