arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,87004.34987976176
34.0,4.639,32768,104306.54537947271
34.0,5.649,4096,66408.65415742138
34.0,7.918,512,35446.3418704949
34.0,16.772,64,35720.97519665441
