arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,590813.0235353652
20.0,4.639,32768,1231459.1357877045
20.0,5.649,4096,1714890.957798775
20.0,7.918,512,3457154.330914083
20.0,16.772,64,7310229.903543937
