arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38.0,4.073,262144,400171.26671838894
38.0,4.639,32768,192474.4266077964
38.0,5.649,4096,82716.64115521133
38.0,7.918,512,39887.892185474026
38.0,16.772,64,22290.4850777187
