arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
32.0,4.073,262144,983441.2913285673
32.0,4.639,32768,194405.40281329633
32.0,5.649,4096,265484.7719832533
32.0,7.918,512,148177.8218729105
32.0,16.772,64,160390.63301826574
