arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
20.0,4.073,262144,1748083.0049070898
20.0,4.639,32768,2779291.228283571
20.0,5.649,4096,5769613.735005143
20.0,7.918,512,9833006.727850134
20.0,16.772,64,20490011.029142372
