arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,417065.51683398616
34.0,4.639,32768,97202.10530641813
34.0,5.649,4096,73722.80491137053
34.0,7.918,512,70880.2493082523
34.0,16.772,64,51963.85263815607
