arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
36.0,4.073,262144,75724.95987453543
36.0,4.639,32768,99086.59554652183
36.0,5.649,4096,94267.26702838053
36.0,7.918,512,55417.51348626173
36.0,16.772,64,34109.7503948651
