frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
1024,18588509.440166,18588509.440166,18588509.440166,18588509.440166,18588509.440166,18588509.440166,318580.000000,318580.000000,318580.000000,318580.000000,318580.000000,318580.000000
128,882490.422903,882490.422903,882490.422903,882490.422903,882490.422903,882490.422903,19215.000000,19215.000000,19215.000000,19215.000000,19215.000000,19215.000000
16384,34470635.571323,33239173.220339,33220475.678282,34470635.571323,34470635.571323,34470635.571323,591708.000000,781143.000000,775172.000000,591708.000000,591708.000000,591708.000000
16,17718866.636841,17718866.636841,17718866.636841,17718866.636841,17718866.636841,17718866.636841,309413.000000,309413.000000,309413.000000,309413.000000,309413.000000,309413.000000
2048,35399599.664526,34764356.758472,34986610.821469,35399599.664526,35399599.664526,35399599.664526,897536.000000,867891.000000,867891.000000,897536.000000,897536.000000,897536.000000
256,35199032.423156,35055417.962605,35199032.423156,35199032.423156,35199032.423156,35199032.423156,896478.000000,884394.000000,896478.000000,896478.000000,896478.000000,896478.000000
2,249493.640739,249493.640739,249493.640739,249493.640739,249493.640739,249493.640739,12965.000000,12965.000000,12965.000000,12965.000000,12965.000000,12965.000000
32768,17195630.814533,16949255.550100,16861390.795152,16927207.705086,17195630.814533,17195630.814533,303345.000000,303345.000000,303345.000000,303345.000000,303345.000000,303345.000000
32,34971258.520989,34807902.676226,34971258.520989,34971258.520989,34971258.520989,34971258.520989,893664.000000,893664.000000,893664.000000,893664.000000,893664.000000,893664.000000
4096,18657237.670138,18281059.518076,18547135.897792,18657237.670138,18657237.670138,18657237.670138,320427.000000,320427.000000,320427.000000,320427.000000,320427.000000,320427.000000
4,34944589.492884,34419305.406279,34608571.173276,34797587.913928,34944589.492884,34944589.492884,890565.000000,609617.000000,876745.000000,890565.000000,890565.000000,890565.000000
512,18385096.226387,18385096.226387,18385096.226387,18385096.226387,18385096.226387,18385096.226387,317051.000000,317051.000000,317051.000000,317051.000000,317051.000000,317051.000000
64,35146417.372381,34876449.059569,34979685.035933,35146417.372381,35146417.372381,35146417.372381,890262.000000,883039.000000,890262.000000,890262.000000,890262.000000,890262.000000
65536,2082226.643089,2082226.643089,2082226.643089,2082226.643089,2082226.643089,2082226.643089,36357.000000,36357.000000,36357.000000,36357.000000,36357.000000,36357.000000
8192,16496513.721188,16374122.934318,16496513.721188,16496513.721188,16496513.721188,16496513.721188,292863.000000,292863.000000,292863.000000,292863.000000,292863.000000,292863.000000
8,17695787.384319,17695787.384319,17695787.384319,17695787.384319,17695787.384319,17695787.384319,306842.000000,306842.000000,306842.000000,306842.000000,306842.000000,306842.000000
