frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
1024,35189182.378735,34417474.990244,34340687.998455,34383874.015436,34476684.402744,34513049.187658,894484.000000,856051.000000,855899.000000,856051.000000,864551.000000,864551.000000
128,17908794.548841,17385765.117068,17790787.029369,17876543.714281,17908794.548841,17908794.548841,309732.000000,465273.000000,309732.000000,309732.000000,309732.000000,309732.000000
16384,155718.633118,155942.537859,154896.692266,155741.154060,155718.633118,155718.633118,4909.000000,8462.000000,6388.000000,4909.000000,4909.000000,4909.000000
16,33948862.190408,33680566.801836,33738713.569140,33697455.263792,33739397.605730,33767714.374205,882012.000000,603444.000000,862892.000000,856661.000000,862892.000000,872229.000000
2048,1301442.702171,1284988.541424,1301452.503038,1301442.702171,1301442.702171,1301442.702171,25980.000000,25980.000000,25980.000000,25980.000000,25980.000000,25980.000000
256,34881529.489596,34255733.082147,34290802.512862,34363286.969276,34480613.867997,34711018.033870,896707.000000,857175.000000,857175.000000,857175.000000,877048.000000,878083.000000
2,34675342.492479,34024009.694936,34165379.965720,34188684.063659,34259560.833812,34274304.901257,892693.000000,855896.000000,858315.000000,858315.000000,874023.000000,874023.000000
32768,1034232.760756,1033211.320350,1032940.004111,1034232.760756,1034232.760756,1034232.760756,23867.000000,23867.000000,23867.000000,23867.000000,23867.000000,23867.000000
32,829996.634961,819960.783649,829996.634961,829996.634961,829996.634961,829996.634961,14287.000000,16925.000000,14287.000000,14287.000000,14287.000000,14287.000000
4096,817880.613792,804579.257905,814819.520121,817880.613792,817880.613792,817880.613792,17912.000000,17912.000000,17912.000000,17912.000000,17912.000000,17912.000000
4,17943186.123679,17421175.835752,17392832.263956,17854543.687715,17943186.123679,17943186.123679,311737.000000,467396.000000,461359.000000,311737.000000,311737.000000,311737.000000
512,18914035.721487,18518722.208151,18586465.155959,18736135.348417,18833069.543466,18914035.721487,326808.000000,326808.000000,326808.000000,326808.000000,326808.000000,326808.000000
64,35054318.692353,34332737.694986,34403193.406468,34538018.151755,34652578.174019,34884513.100906,893365.000000,858419.000000,859422.000000,874899.000000,882512.000000,893365.000000
65536,35596111.275152,35157130.247504,35217573.642060,35193281.223199,35149298.898119,35128543.940345,625655.000000,625655.000000,625655.000000,625655.000000,625655.000000,834696.000000
8192,480744.492450,465416.385142,474831.594224,480744.492450,480744.492450,480744.492450,11174.000000,14809.000000,11927.000000,11174.000000,11174.000000,11174.000000
8,34283463.985017,33647275.191193,33775608.355909,33757983.861872,33897510.989092,33948887.246579,888304.000000,863026.000000,864581.000000,864581.000000,880442.000000,880442.000000
